"","workerid","kind","predicate1","predicate2","combined_predicate","quantifier","coordination","response","memory_fail","slider_fail","bad_expln","n_correct"
"478",21,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",0.62,FALSE,FALSE,FALSE,9
"479",21,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","all","vp",0.64,FALSE,FALSE,FALSE,9
"480",21,"beans","are black","are brown","are black and brown","most","vp",0.4,FALSE,FALSE,FALSE,9
"481",22,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.42,FALSE,FALSE,FALSE,10
"482",22,"grapes","are purple","are green","are purple and green","generic","vp",0.42,FALSE,FALSE,FALSE,10
"483",22,"elephants","live in Africa","live in Asia","live in Africa and Asia","all","vp",0.3,FALSE,FALSE,FALSE,10
"484",22,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","all","vp",0.11,FALSE,FALSE,FALSE,10
"485",22,"artists","create paintings","create sculptures","create paintings and sculptures","all","vp",0,FALSE,FALSE,FALSE,10
"486",22,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","generic","vp",0.27,FALSE,FALSE,FALSE,10
"487",22,"rice","is white","is brown","is white and brown","most","vp",0.26,FALSE,FALSE,FALSE,10
"488",22,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",0.34,FALSE,FALSE,FALSE,10
"489",22,"spiders that weave webs","are young","are old","are young and old","generic","vp",0.21,FALSE,FALSE,FALSE,10
"490",22,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","all","vp",0,FALSE,FALSE,FALSE,10
"491",22,"clouds","are white","are gray","are white and gray","all","vp",0.14,FALSE,FALSE,FALSE,10
"492",22,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","generic","vp",0.25,FALSE,FALSE,FALSE,10
"493",22,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.28,FALSE,FALSE,FALSE,10
"494",22,"bears","live in forests","live in tundras","live in forests and tundras","all","vp",0.3,FALSE,FALSE,FALSE,10
"495",22,"chocolate","is brown","is white","is brown and white","most","vp",0.25,FALSE,FALSE,FALSE,10
"496",22,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","all","vp",0.23,FALSE,FALSE,FALSE,10
"497",22,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",0.33,FALSE,FALSE,FALSE,10
"498",22,"theaters","show movies","show plays","show movies and plays","all","vp",0.31,FALSE,FALSE,FALSE,10
"499",22,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.32,FALSE,FALSE,FALSE,10
"500",22,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",0.27,FALSE,FALSE,FALSE,10
"501",22,"cats","live as pets","live in the wild","live as pets and live in the wild","all","vp",0.29,FALSE,FALSE,FALSE,10
"502",22,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.33,FALSE,FALSE,FALSE,10
"503",22,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","all","vp",0.22,FALSE,FALSE,FALSE,10
"504",22,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","vp",0.34,FALSE,FALSE,FALSE,10
"505",22,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","generic","vp",0.26,FALSE,FALSE,FALSE,10
"506",22,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.2,FALSE,FALSE,FALSE,10
"507",22,"raisins","are purple","are golden","are purple and golden","generic","vp",0.26,FALSE,FALSE,FALSE,10
"508",22,"beans","are black","are brown","are black and brown","most","vp",0.24,FALSE,FALSE,FALSE,10
"509",22,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","most","vp",0.3,FALSE,FALSE,FALSE,10
"510",22,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.26,FALSE,FALSE,FALSE,10
"511",23,"elephants","live in Africa","live in Asia","live in Africa and Asia","all","vp",0.37,FALSE,FALSE,FALSE,10
"512",23,"beans","are black","are brown","are black and brown","all","vp",0.23,FALSE,FALSE,FALSE,10
"513",23,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.6,FALSE,FALSE,FALSE,10
"514",23,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0.45,FALSE,FALSE,FALSE,10
"515",23,"clouds","are white","are gray","are white and gray","most","vp",0.53,FALSE,FALSE,FALSE,10
"516",23,"cars","have gas engines","have electric engines","have gas engines and electric engines","all","vp",0.67,FALSE,FALSE,FALSE,10
"517",23,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","generic","vp",0.71,FALSE,FALSE,FALSE,10
"518",23,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.58,FALSE,FALSE,FALSE,10
"519",23,"raisins","are purple","are golden","are purple and golden","all","vp",0.5,FALSE,FALSE,FALSE,10
"520",23,"spiders that weave webs","are young","are old","are young and old","generic","vp",0.3,FALSE,FALSE,FALSE,10
"521",23,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",0.28,FALSE,FALSE,FALSE,10
"522",23,"chocolate","is brown","is white","is brown and white","generic","vp",0.24,FALSE,FALSE,FALSE,10
"523",23,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","generic","vp",0.04,FALSE,FALSE,FALSE,10
"524",23,"tunnels","go through the sea","go through mountains","go through the sea and mountains","most","vp",0.06,FALSE,FALSE,FALSE,10
"525",23,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","all","vp",0.02,FALSE,FALSE,FALSE,10
"526",23,"rice","is white","is brown","is white and brown","generic","vp",0.37,FALSE,FALSE,FALSE,10
"527",23,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",0.97,FALSE,FALSE,FALSE,10
"528",23,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",0.5,FALSE,FALSE,FALSE,10
"529",23,"artists","create paintings","create sculptures","create paintings and sculptures","all","vp",0.72,FALSE,FALSE,FALSE,10
"530",23,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.19,FALSE,FALSE,FALSE,10
"531",23,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",0.47,FALSE,FALSE,FALSE,10
"532",23,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",0.15,FALSE,FALSE,FALSE,10
"533",23,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.53,FALSE,FALSE,FALSE,10
"534",23,"cats","live as pets","live in the wild","live as pets and live in the wild","generic","vp",0.95,FALSE,FALSE,FALSE,10
"535",23,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.31,FALSE,FALSE,FALSE,10
"536",23,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.62,FALSE,FALSE,FALSE,10
"537",23,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","most","vp",0.82,FALSE,FALSE,FALSE,10
"538",23,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.88,FALSE,FALSE,FALSE,10
"539",23,"theaters","show movies","show plays","show movies and plays","most","vp",0.78,FALSE,FALSE,FALSE,10
"540",23,"grapes","are purple","are green","are purple and green","all","vp",0.55,FALSE,FALSE,FALSE,10
"541",24,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","vp",0.78,FALSE,FALSE,FALSE,10
"542",24,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.79,FALSE,FALSE,FALSE,10
"543",24,"theaters","show movies","show plays","show movies and plays","most","vp",0.68,FALSE,FALSE,FALSE,10
"544",24,"clouds","are white","are gray","are white and gray","generic","vp",0.71,FALSE,FALSE,FALSE,10
"545",24,"raisins","are purple","are golden","are purple and golden","all","vp",0.28,FALSE,FALSE,FALSE,10
"546",24,"grapes","are purple","are green","are purple and green","most","vp",0.48,FALSE,FALSE,FALSE,10
"547",24,"rice","is white","is brown","is white and brown","most","vp",0.6,FALSE,FALSE,FALSE,10
"548",24,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",0.75,FALSE,FALSE,FALSE,10
"549",24,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","vp",0.67,FALSE,FALSE,FALSE,10
"550",24,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","vp",0.57,FALSE,FALSE,FALSE,10
"551",24,"spiders that weave webs","are young","are old","are young and old","all","vp",0.13,FALSE,FALSE,FALSE,10
"552",24,"cats","live as pets","live in the wild","live as pets and live in the wild","generic","vp",0.27,FALSE,FALSE,FALSE,10
"553",24,"bears","live in forests","live in tundras","live in forests and tundras","all","vp",0.46,FALSE,FALSE,FALSE,10
"554",24,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","most","vp",0.17,FALSE,FALSE,FALSE,10
"555",24,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","all","vp",0.62,FALSE,FALSE,FALSE,10
"556",24,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","most","vp",0.61,FALSE,FALSE,FALSE,10
"557",24,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","vp",0.48,FALSE,FALSE,FALSE,10
"558",24,"beans","are black","are brown","are black and brown","most","vp",0.68,FALSE,FALSE,FALSE,10
"559",24,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","all","vp",0.75,FALSE,FALSE,FALSE,10
"560",24,"Iowa farmers","grow corn","grow soy","grow corn and soy","all","vp",0.68,FALSE,FALSE,FALSE,10
"561",24,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.47,FALSE,FALSE,FALSE,10
"562",24,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","all","vp",0.61,FALSE,FALSE,FALSE,10
"563",24,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.71,FALSE,FALSE,FALSE,10
"564",24,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","all","vp",0.75,FALSE,FALSE,FALSE,10
"565",24,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.81,FALSE,FALSE,FALSE,10
"566",24,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","all","vp",0.82,FALSE,FALSE,FALSE,10
"567",24,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.69,FALSE,FALSE,FALSE,10
"568",24,"chocolate","is brown","is white","is brown and white","generic","vp",0.41,FALSE,FALSE,FALSE,10
"569",24,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",0.67,FALSE,FALSE,FALSE,10
"570",24,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.67,FALSE,FALSE,FALSE,10
"571",26,"beans","are black","are brown","are black and brown","most","vp",0.15,FALSE,FALSE,FALSE,10
"572",26,"rice","is white","is brown","is white and brown","all","vp",0.88,FALSE,FALSE,FALSE,10
"573",26,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",0.18,FALSE,FALSE,FALSE,10
"574",26,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.18,FALSE,FALSE,FALSE,10
"575",26,"grapes","are purple","are green","are purple and green","generic","vp",0.17,FALSE,FALSE,FALSE,10
"576",26,"bridges","go over rivers","go over valleys","go over rivers and valleys","all","vp",0.2,FALSE,FALSE,FALSE,10
"577",26,"spiders that weave webs","are young","are old","are young and old","generic","vp",0.15,FALSE,FALSE,FALSE,10
"578",26,"tunnels","go through the sea","go through mountains","go through the sea and mountains","all","vp",0.15,FALSE,FALSE,FALSE,10
"579",26,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","vp",0.13,FALSE,FALSE,FALSE,10
"580",26,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","all","vp",0.14,FALSE,FALSE,FALSE,10
"581",26,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","vp",0.12,FALSE,FALSE,FALSE,10
"582",26,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0.15,FALSE,FALSE,FALSE,10
"583",26,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.13,FALSE,FALSE,FALSE,10
"584",26,"cats","live as pets","live in the wild","live as pets and live in the wild","all","vp",0.76,FALSE,FALSE,FALSE,10
"585",26,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","all","vp",0.13,FALSE,FALSE,FALSE,10
"586",26,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","all","vp",0.13,FALSE,FALSE,FALSE,10
"587",26,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.12,FALSE,FALSE,FALSE,10
"588",26,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",0.12,FALSE,FALSE,FALSE,10
"589",26,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",0.14,FALSE,FALSE,FALSE,10
"590",26,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","generic","vp",0.15,FALSE,FALSE,FALSE,10
"591",26,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","vp",0.13,FALSE,FALSE,FALSE,10
"592",26,"raisins","are purple","are golden","are purple and golden","most","vp",0.13,FALSE,FALSE,FALSE,10
"593",26,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",0.15,FALSE,FALSE,FALSE,10
"594",26,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","generic","vp",0.11,FALSE,FALSE,FALSE,10
"595",26,"clouds","are white","are gray","are white and gray","most","vp",0.13,FALSE,FALSE,FALSE,10
"596",26,"chocolate","is brown","is white","is brown and white","generic","vp",0.12,FALSE,FALSE,FALSE,10
"597",26,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",0.13,FALSE,FALSE,FALSE,10
"598",26,"artists","create paintings","create sculptures","create paintings and sculptures","all","vp",0.1,FALSE,FALSE,FALSE,10
"599",26,"theaters","show movies","show plays","show movies and plays","all","vp",0.14,FALSE,FALSE,FALSE,10
"600",26,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.11,FALSE,FALSE,FALSE,10
"601",29,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","vp",0.27,FALSE,FALSE,FALSE,10
"602",29,"Iowa farmers","grow corn","grow soy","grow corn and soy","all","vp",0.61,FALSE,FALSE,FALSE,10
"603",29,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","generic","vp",0.19,FALSE,FALSE,FALSE,10
"604",29,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",0.58,FALSE,FALSE,FALSE,10
"605",29,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.15,FALSE,FALSE,FALSE,10
"606",29,"cars","have gas engines","have electric engines","have gas engines and electric engines","all","vp",0.02,FALSE,FALSE,FALSE,10
"607",29,"raisins","are purple","are golden","are purple and golden","most","vp",1,FALSE,FALSE,FALSE,10
"608",29,"grapes","are purple","are green","are purple and green","generic","vp",0.38,FALSE,FALSE,FALSE,10
"609",29,"cats","live as pets","live in the wild","live as pets and live in the wild","most","vp",0,FALSE,FALSE,FALSE,10
"610",29,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0,FALSE,FALSE,FALSE,10
"611",29,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",0,FALSE,FALSE,FALSE,10
"612",29,"clouds","are white","are gray","are white and gray","most","vp",0.19,FALSE,FALSE,FALSE,10
"613",29,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",0.53,FALSE,FALSE,FALSE,10
"614",29,"spiders that weave webs","are young","are old","are young and old","all","vp",0.04,FALSE,FALSE,FALSE,10
"615",29,"theaters","show movies","show plays","show movies and plays","most","vp",0.03,FALSE,FALSE,FALSE,10
"616",29,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","all","vp",0,FALSE,FALSE,FALSE,10
"617",29,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",0.2,FALSE,FALSE,FALSE,10
"618",29,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","all","vp",0,FALSE,FALSE,FALSE,10
"619",29,"bridges","go over rivers","go over valleys","go over rivers and valleys","all","vp",0,FALSE,FALSE,FALSE,10
"620",29,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",0,FALSE,FALSE,FALSE,10
"621",29,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","most","vp",0.21,FALSE,FALSE,FALSE,10
"622",29,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.61,FALSE,FALSE,FALSE,10
"623",29,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0,FALSE,FALSE,FALSE,10
"624",29,"rice","is white","is brown","is white and brown","all","vp",0,FALSE,FALSE,FALSE,10
"625",29,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0,FALSE,FALSE,FALSE,10
"626",29,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0,FALSE,FALSE,FALSE,10
"627",29,"chocolate","is brown","is white","is brown and white","generic","vp",0,FALSE,FALSE,FALSE,10
"628",29,"bears","live in forests","live in tundras","live in forests and tundras","all","vp",0,FALSE,FALSE,FALSE,10
"629",29,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",0.67,FALSE,FALSE,FALSE,10
"630",29,"beans","are black","are brown","are black and brown","most","vp",0,FALSE,FALSE,FALSE,10
"631",31,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.07,FALSE,FALSE,FALSE,10
"632",31,"cats","live as pets","live in the wild","live as pets and live in the wild","most","vp",0.11,FALSE,FALSE,FALSE,10
"633",31,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",1,FALSE,FALSE,FALSE,10
"634",31,"raisins","are purple","are golden","are purple and golden","generic","vp",0.47,FALSE,FALSE,FALSE,10
"635",31,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","generic","vp",0.61,FALSE,FALSE,FALSE,10
"636",31,"spiders that weave webs","are young","are old","are young and old","most","vp",0.05,FALSE,FALSE,FALSE,10
"637",31,"Iowa farmers","grow corn","grow soy","grow corn and soy","all","vp",0.94,FALSE,FALSE,FALSE,10
"638",31,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","most","vp",0.09,FALSE,FALSE,FALSE,10
"639",31,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","vp",0.99,FALSE,FALSE,FALSE,10
"640",31,"theaters","show movies","show plays","show movies and plays","all","vp",0.8,FALSE,FALSE,FALSE,10
"641",31,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",0.8,FALSE,FALSE,FALSE,10
"642",31,"beans","are black","are brown","are black and brown","all","vp",0.18,FALSE,FALSE,FALSE,10
"643",31,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.71,FALSE,FALSE,FALSE,10
"644",31,"chocolate","is brown","is white","is brown and white","generic","vp",0.53,FALSE,FALSE,FALSE,10
"645",31,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","all","vp",0.51,FALSE,FALSE,FALSE,10
"646",31,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","all","vp",0.51,FALSE,FALSE,FALSE,10
"647",31,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","generic","vp",0.93,FALSE,FALSE,FALSE,10
"648",31,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",0.67,FALSE,FALSE,FALSE,10
"649",31,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","most","vp",0.6,FALSE,FALSE,FALSE,10
"650",31,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.88,FALSE,FALSE,FALSE,10
"651",31,"bears","live in forests","live in tundras","live in forests and tundras","all","vp",0.58,FALSE,FALSE,FALSE,10
"652",31,"grapes","are purple","are green","are purple and green","generic","vp",0.67,FALSE,FALSE,FALSE,10
"653",31,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","all","vp",0.63,FALSE,FALSE,FALSE,10
"654",31,"rice","is white","is brown","is white and brown","most","vp",0.1,FALSE,FALSE,FALSE,10
"655",31,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",0.51,FALSE,FALSE,FALSE,10
"656",31,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","most","vp",0.06,FALSE,FALSE,FALSE,10
"657",31,"clouds","are white","are gray","are white and gray","generic","vp",0.53,FALSE,FALSE,FALSE,10
"658",31,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",0.79,FALSE,FALSE,FALSE,10
"659",31,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","all","vp",0.1,FALSE,FALSE,FALSE,10
"660",31,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.1,FALSE,FALSE,FALSE,10
"661",32,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",1,FALSE,FALSE,FALSE,10
"662",32,"raisins","are purple","are golden","are purple and golden","all","vp",0.73,FALSE,FALSE,FALSE,10
"663",32,"grapes","are purple","are green","are purple and green","all","vp",0.74,FALSE,FALSE,FALSE,10
"664",32,"dumplings","have meat fillings","have vegetable fillings","have meat fillings and vegetable fillings","most","vp",1,FALSE,FALSE,FALSE,10
"665",32,"clouds","are white","are gray","are white and gray","generic","vp",0.75,FALSE,FALSE,FALSE,10
"666",32,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","all","vp",0.03,FALSE,FALSE,FALSE,10
"667",32,"socks","are made of wool","are made of cotton","are made of wool and cotton","all","vp",0.63,FALSE,FALSE,FALSE,10
"668",32,"chocolate","is brown","is white","is brown and white","generic","vp",0.56,FALSE,FALSE,FALSE,10
"669",32,"beans","are black","are brown","are black and brown","all","vp",0.6,FALSE,FALSE,FALSE,10
"670",32,"tunnels","go through the sea","go through mountains","go through the sea and mountains","generic","vp",0.62,FALSE,FALSE,FALSE,10
"671",32,"spiders that weave webs","are young","are old","are young and old","all","vp",0,FALSE,FALSE,FALSE,10
"672",32,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",0.63,FALSE,FALSE,FALSE,10
"673",32,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",0.59,FALSE,FALSE,FALSE,10
"674",32,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","all","vp",0,FALSE,FALSE,FALSE,10
"675",32,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","all","vp",0,FALSE,FALSE,FALSE,10
"676",32,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",0.67,FALSE,FALSE,FALSE,10
"677",32,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",0.66,FALSE,FALSE,FALSE,10
"678",32,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0.52,FALSE,FALSE,FALSE,10
"679",32,"cats","live as pets","live in the wild","live as pets and live in the wild","generic","vp",0.75,FALSE,FALSE,FALSE,10
"680",32,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",0.7,FALSE,FALSE,FALSE,10
"681",32,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","vp",0,FALSE,FALSE,FALSE,10
"682",32,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",0.66,FALSE,FALSE,FALSE,10
"683",32,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.73,FALSE,FALSE,FALSE,10
"684",32,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",0.12,FALSE,FALSE,FALSE,10
"685",32,"breads","are cooked in a dutch-oven","are cooked on a pan","are cooked in a dutch-oven and on a pan","most","vp",0.09,FALSE,FALSE,FALSE,10
"686",32,"rice","is white","is brown","is white and brown","generic","vp",0.69,FALSE,FALSE,FALSE,10
"687",32,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","all","vp",0,FALSE,FALSE,FALSE,10
"688",32,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","all","vp",0.01,FALSE,FALSE,FALSE,10
"689",32,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",0.52,FALSE,FALSE,FALSE,10
"690",32,"theaters","show movies","show plays","show movies and plays","generic","vp",0.66,FALSE,FALSE,FALSE,10
"691",35,"theaters","show movies","show plays","show movies and plays","most","vp",0.78,FALSE,FALSE,FALSE,10
"692",35,"clouds","are white","are gray","are white and gray","generic","vp",0.83,FALSE,FALSE,FALSE,10
"693",35,"peacocks","have beautiful feathers","have drab feathers","have beautiful feathers and drab feathers","most","vp",0.63,FALSE,FALSE,FALSE,10
"694",35,"raisins","are purple","are golden","are purple and golden","most","vp",0.63,FALSE,FALSE,FALSE,10
"695",35,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",0.7,FALSE,FALSE,FALSE,10
"696",35,"bears","live in forests","live in tundras","live in forests and tundras","most","vp",0.76,FALSE,FALSE,FALSE,10
"697",35,"bridges","go over rivers","go over valleys","go over rivers and valleys","all","vp",0.72,FALSE,FALSE,FALSE,10
"698",35,"beans","are black","are brown","are black and brown","all","vp",0.65,FALSE,FALSE,FALSE,10
"699",35,"rice","is white","is brown","is white and brown","generic","vp",0.73,FALSE,FALSE,FALSE,10
"700",35,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","all","vp",0.71,FALSE,FALSE,FALSE,10
"701",35,"turtles","live in saltwater","live in freshwater","live in saltwater and freshwater","generic","vp",0.73,FALSE,FALSE,FALSE,10
"702",35,"spiders that weave webs","are young","are old","are young and old","generic","vp",0.63,FALSE,FALSE,FALSE,10
"703",35,"birds","build nests in trees","build nests on the ground","build nests in trees and on the ground","most","vp",0.71,FALSE,FALSE,FALSE,10
"704",35,"cars","have gas engines","have electric engines","have gas engines and electric engines","all","vp",0.69,FALSE,FALSE,FALSE,10
"705",35,"artists","create paintings","create sculptures","create paintings and sculptures","all","vp",0.76,FALSE,FALSE,FALSE,10
"706",35,"cats","live as pets","live in the wild","live as pets and live in the wild","generic","vp",0.73,FALSE,FALSE,FALSE,10
"707",35,"tigers","are orange with black stripes","are white with brown stripes","are orange with black stripes and white with brown stripes","most","vp",0.73,FALSE,FALSE,FALSE,10
"708",35,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",0.73,FALSE,FALSE,FALSE,10
"709",35,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","all","vp",0.69,FALSE,FALSE,FALSE,10
