"","workerid","kind","predicate1","predicate2","combined_predicate","quantifier","coordination","response","memory_fail","slider_fail","bad_expln","n_correct"
"852",31,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",TRUE,FALSE,FALSE,FALSE,10
"853",31,"bears","live in forests","live in tundras","live in forests and tundras","most","vp",TRUE,FALSE,FALSE,FALSE,10
"854",31,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"855",31,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",FALSE,FALSE,FALSE,FALSE,10
"856",31,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","vp",TRUE,FALSE,FALSE,FALSE,10
"857",31,"theaters","show movies","show plays","show movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"858",31,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"859",31,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","vp",TRUE,FALSE,FALSE,FALSE,10
"860",31,"cars","have gas engines","have electric engines","have gas engines and electric engines","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"861",31,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"862",31,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"863",31,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"864",31,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",TRUE,FALSE,FALSE,FALSE,10
"865",31,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"866",31,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",TRUE,FALSE,FALSE,FALSE,10
"867",31,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","most","vp",TRUE,FALSE,FALSE,FALSE,10
"868",31,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"869",31,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","vp",FALSE,FALSE,FALSE,FALSE,10
"870",31,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"871",32,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"872",32,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","vp",TRUE,FALSE,FALSE,FALSE,10
"873",32,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"874",32,"professional actors","star in movies","star in plays","star in movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"875",32,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"876",32,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"877",32,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"878",32,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"879",32,"grapes","have purple skin","have green skin","have purple skin and green skin","most","vp",TRUE,FALSE,FALSE,FALSE,10
"880",32,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"881",32,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"882",32,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",TRUE,FALSE,FALSE,FALSE,10
"883",32,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","vp",TRUE,FALSE,FALSE,FALSE,10
"884",32,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","vp",FALSE,FALSE,FALSE,FALSE,10
"885",32,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"886",32,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"887",32,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",FALSE,FALSE,FALSE,FALSE,10
"888",32,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"889",32,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"890",32,"football players","play offense","play defense","play offense and defense","most","vp",TRUE,FALSE,FALSE,FALSE,10
"891",32,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","vp",TRUE,FALSE,FALSE,FALSE,10
"892",32,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"893",32,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","vp",FALSE,FALSE,FALSE,FALSE,10
"894",32,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"895",32,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",TRUE,FALSE,FALSE,FALSE,10
"896",32,"theaters","show movies","show plays","show movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"897",32,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"898",32,"ships","carry passengers","carry cargo","carry passengers and cargo","most","vp",TRUE,FALSE,FALSE,FALSE,10
"899",32,"pilots","fly planes","fly helicopters","fly planes and helicopters","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"900",32,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","most","vp",TRUE,FALSE,FALSE,FALSE,10
"901",33,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","vp",TRUE,FALSE,FALSE,FALSE,10
"902",33,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","most","vp",TRUE,FALSE,FALSE,FALSE,10
"903",33,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"904",33,"socks","are made of wool","are made of cotton","are made of wool and cotton","most","vp",TRUE,FALSE,FALSE,FALSE,10
"905",33,"football players","play offense","play defense","play offense and defense","most","vp",FALSE,FALSE,FALSE,FALSE,10
"906",33,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"907",33,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",FALSE,FALSE,FALSE,FALSE,10
"908",33,"theaters","show movies","show plays","show movies and plays","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"909",33,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","vp",TRUE,FALSE,FALSE,FALSE,10
"910",33,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"911",33,"professional actors","star in movies","star in plays","star in movies and plays","most","vp",TRUE,FALSE,FALSE,FALSE,10
"912",33,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"913",33,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"914",33,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"915",33,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"916",33,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","vp",FALSE,FALSE,FALSE,FALSE,10
"917",33,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","vp",TRUE,FALSE,FALSE,FALSE,10
"918",33,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"919",33,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"920",33,"cars","have gas engines","have electric engines","have gas engines and electric engines","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"921",33,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"922",33,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","most","vp",FALSE,FALSE,FALSE,FALSE,10
"923",33,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"924",33,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"925",33,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"926",33,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"927",33,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",TRUE,FALSE,FALSE,FALSE,10
"928",33,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"929",33,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"930",33,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","vp",FALSE,FALSE,FALSE,FALSE,10
"931",34,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","vp",FALSE,FALSE,FALSE,FALSE,10
"932",34,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"933",34,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","vp",TRUE,FALSE,FALSE,FALSE,10
"934",34,"bears","live in forests","live in tundras","live in forests and tundras","most","vp",TRUE,FALSE,FALSE,FALSE,10
"935",34,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",TRUE,FALSE,FALSE,FALSE,10
"936",34,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"937",34,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"938",34,"noodles","are made from wheat","are made from rice","are made from wheat and rice","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"939",34,"football players","play offense","play defense","play offense and defense","most","vp",FALSE,FALSE,FALSE,FALSE,10
"940",34,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","vp",FALSE,FALSE,FALSE,FALSE,10
"941",34,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"942",34,"artists","create paintings","create sculptures","create paintings and sculptures","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"943",34,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","most","vp",FALSE,FALSE,FALSE,FALSE,10
"944",34,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"945",34,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"946",34,"pilots","fly planes","fly helicopters","fly planes and helicopters","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"947",34,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",TRUE,FALSE,FALSE,FALSE,10
"948",34,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","vp",FALSE,FALSE,FALSE,FALSE,10
"949",34,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"950",34,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","vp",FALSE,FALSE,FALSE,FALSE,10
"951",34,"socks","are made of wool","are made of cotton","are made of wool and cotton","most","vp",FALSE,FALSE,FALSE,FALSE,10
"952",34,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",FALSE,FALSE,FALSE,FALSE,10
"953",34,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"954",34,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"955",34,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",TRUE,FALSE,FALSE,FALSE,10
"956",34,"professional actors","star in movies","star in plays","star in movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"957",34,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","most","vp",TRUE,FALSE,FALSE,FALSE,10
"958",34,"theaters","show movies","show plays","show movies and plays","most","vp",TRUE,FALSE,FALSE,FALSE,10
"959",34,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"960",34,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"961",35,"noodles","are made from wheat","are made from rice","are made from wheat and rice","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"962",35,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"963",35,"ships","carry passengers","carry cargo","carry passengers and cargo","most","vp",TRUE,FALSE,FALSE,FALSE,10
"964",35,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","most","vp",TRUE,FALSE,FALSE,FALSE,10
"965",35,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","vp",TRUE,FALSE,FALSE,FALSE,10
"966",35,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"967",35,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","vp",TRUE,FALSE,FALSE,FALSE,10
"968",35,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","vp",TRUE,FALSE,FALSE,FALSE,10
"969",35,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","vp",TRUE,FALSE,FALSE,FALSE,10
"970",35,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"971",35,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","vp",TRUE,FALSE,FALSE,FALSE,10
"972",35,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"973",35,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"974",35,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","most","vp",FALSE,FALSE,FALSE,FALSE,10
"975",35,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"976",35,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","vp",TRUE,FALSE,FALSE,FALSE,10
"977",35,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"978",35,"pilots","fly planes","fly helicopters","fly planes and helicopters","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"979",35,"cars","have gas engines","have electric engines","have gas engines and electric engines","most","vp",TRUE,FALSE,FALSE,FALSE,10
"980",35,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"981",35,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","vp",FALSE,FALSE,FALSE,FALSE,10
"982",35,"theaters","show movies","show plays","show movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"983",35,"football players","play offense","play defense","play offense and defense","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"984",35,"bears","live in forests","live in tundras","live in forests and tundras","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"985",35,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"986",35,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"987",35,"professional actors","star in movies","star in plays","star in movies and plays","generic","vp",TRUE,FALSE,FALSE,FALSE,10
"988",35,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","vp",FALSE,FALSE,FALSE,FALSE,10
"989",35,"artists","create paintings","create sculptures","create paintings and sculptures","most","vp",TRUE,FALSE,FALSE,FALSE,10
"990",35,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","vp",TRUE,FALSE,FALSE,FALSE,10
"991",37,"elephants","live in Africa","live in Asia","live in Africa and Asia","generic","np",TRUE,FALSE,FALSE,FALSE,10
"992",37,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","np",TRUE,FALSE,FALSE,FALSE,10
"993",37,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"994",37,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","np",FALSE,FALSE,FALSE,FALSE,10
"995",37,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","np",TRUE,FALSE,FALSE,FALSE,10
"996",37,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","generic","np",TRUE,FALSE,FALSE,FALSE,10
"997",37,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","most","np",FALSE,FALSE,FALSE,FALSE,10
"998",37,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","np",FALSE,FALSE,FALSE,FALSE,10
"999",37,"grapes","have purple skin","have green skin","have purple skin and green skin","most","np",TRUE,FALSE,FALSE,FALSE,10
"1000",37,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","np",TRUE,FALSE,FALSE,FALSE,10
"1001",37,"artists","create paintings","create sculptures","create paintings and sculptures","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1002",37,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1003",37,"cars","have gas engines","have electric engines","have gas engines and electric engines","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1004",37,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,10
"1005",37,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","np",FALSE,FALSE,FALSE,FALSE,10
"1006",37,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1007",37,"bears","live in forests","live in tundras","live in forests and tundras","generic","np",FALSE,FALSE,FALSE,FALSE,10
"1008",37,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","np",TRUE,FALSE,FALSE,FALSE,10
"1009",37,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1010",37,"socks","are made of wool","are made of cotton","are made of wool and cotton","most","np",TRUE,FALSE,FALSE,FALSE,10
"1011",37,"football players","play offense","play defense","play offense and defense","most","np",FALSE,FALSE,FALSE,FALSE,10
"1012",37,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1013",37,"theaters","show movies","show plays","show movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1014",37,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1015",37,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",TRUE,FALSE,FALSE,FALSE,10
"1016",37,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","most","np",FALSE,FALSE,FALSE,FALSE,10
"1017",37,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","most","np",TRUE,FALSE,FALSE,FALSE,10
"1018",37,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","most","np",TRUE,FALSE,FALSE,FALSE,10
"1019",37,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","np",TRUE,FALSE,FALSE,FALSE,10
"1020",37,"professional actors","star in movies","star in plays","star in movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1021",38,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","np",TRUE,FALSE,FALSE,FALSE,10
"1022",38,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1023",38,"professional actors","star in movies","star in plays","star in movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1024",38,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",TRUE,FALSE,FALSE,FALSE,10
"1025",38,"museums","contain scientific artifacts","contain works of art","contain scientific artifacts and works of art","most","np",TRUE,FALSE,FALSE,FALSE,10
"1026",38,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","most","np",FALSE,FALSE,FALSE,FALSE,10
"1027",38,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1028",38,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,10
"1029",38,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","np",FALSE,FALSE,FALSE,FALSE,10
"1030",38,"coffee","is grown in South America","is grown in Africa","is grown in South America and Africa","most","np",TRUE,FALSE,FALSE,FALSE,10
"1031",38,"hurricanes","form in the Atlantic Ocean","form in the Pacific Ocean","form in the Atlantic Ocean and Pacific Ocean","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1032",38,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","np",TRUE,FALSE,FALSE,FALSE,10
"1033",38,"goldfish","live in fish tanks","live in fish bowls","live in fish tanks and fish bowls","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1034",38,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1035",38,"artists","create paintings","create sculptures","create paintings and sculptures","most","np",FALSE,FALSE,FALSE,FALSE,10
"1036",38,"cars","have gas engines","have electric engines","have gas engines and electric engines","generic","np",FALSE,FALSE,FALSE,FALSE,10
"1037",38,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","np",FALSE,FALSE,FALSE,FALSE,10
"1038",38,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1039",38,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","np",TRUE,FALSE,FALSE,FALSE,10
"1040",38,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","np",TRUE,FALSE,FALSE,FALSE,10
"1041",38,"gamblers","bet at casinos","bet at sporting events","bet at casinos and sporting events","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1042",38,"Iowa farmers","grow corn","grow soy","grow corn and soy","most","np",TRUE,FALSE,FALSE,FALSE,10
"1043",38,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1044",38,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","np",TRUE,FALSE,FALSE,FALSE,10
"1045",38,"theaters","show movies","show plays","show movies and plays","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1046",38,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","most","np",TRUE,FALSE,FALSE,FALSE,10
"1047",38,"bridges","go over rivers","go over valleys","go over rivers and valleys","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1048",38,"football players","play offense","play defense","play offense and defense","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1049",38,"bears","live in forests","live in tundras","live in forests and tundras","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1050",38,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","most","np",TRUE,FALSE,FALSE,FALSE,10
"1051",39,"monkeys","live in the western hemisphere","live in the eastern hemisphere","live in the western hemisphere and eastern hemisphere","most","np",TRUE,FALSE,FALSE,FALSE,10
"1052",39,"professional athletes","compete in team sports","compete in individual sports","compete in team sports and individual sports","most","np",TRUE,FALSE,FALSE,FALSE,10
"1053",39,"birds","build nests in trees","build nests in cliffs","build nests in trees and cliffs","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1054",39,"professional actors","star in movies","star in plays","star in movies and plays","most","np",TRUE,FALSE,FALSE,FALSE,10
"1055",39,"football players","play offense","play defense","play offense and defense","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1056",39,"grapes","have purple skin","have green skin","have purple skin and green skin","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1057",39,"ships","carry passengers","carry cargo","carry passengers and cargo","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1058",39,"bears","live in forests","live in tundras","live in forests and tundras","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1059",39,"runners","compete in sprints","compete in marathons","compete in sprints and marathons","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1060",39,"wine","is made from red grapes","is made from green grapes","is made from red grapes and green grapes","most","np",TRUE,FALSE,FALSE,FALSE,10
"1061",39,"noodles","are made from wheat","are made from rice","are made from wheat and rice","most","np",TRUE,FALSE,FALSE,FALSE,10
"1062",39,"pilots","fly planes","fly helicopters","fly planes and helicopters","most","np",TRUE,FALSE,FALSE,FALSE,10
"1063",39,"flowers","bloom in the spring","bloom in the summer","bloom in the spring and summer","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1064",39,"socks","are made of wool","are made of cotton","are made of wool and cotton","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1065",39,"elephants","live in Africa","live in Asia","live in Africa and Asia","most","np",TRUE,FALSE,FALSE,FALSE,10
"1066",39,"fishermen","fish in oceans","fish in lakes","fish in oceans and lakes","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1067",39,"shopping bags","are made of paper","are made of plastic","are made of paper and plastic","generic","np",TRUE,FALSE,FALSE,FALSE,10
"1068",39,"breads","are cooked in dutch-ovens","are cooked in pans","are cooked in dutch-ovens and pans","most","np",TRUE,FALSE,FALSE,FALSE,10
"1069",39,"police officers","wear uniforms","wear plainclothes","wear uniforms and plainclothes","most","np",TRUE,FALSE,FALSE,FALSE,10
"1070",39,"bridges","go over rivers","go over valleys","go over rivers and valleys","most","np",TRUE,FALSE,FALSE,FALSE,10
"1071",39,"religious people","pray in churches","pray in synagogues","pray in churches and synagogues","most","np",TRUE,FALSE,FALSE,FALSE,10
"1072",39,"Iowa farmers","grow corn","grow soy","grow corn and soy","generic","np",TRUE,FALSE,FALSE,FALSE,10
