"workerid","rt","trial_type","kind","predicate_2","chapter_num","page_num","page_content","predicate_1","page_type","question_order","response_2","quantifier","response_1","chapter","condition"
6,2935,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",17,1,"""or less. They have a single queen, who must find somewhere to hibernate over the winter before ""","""hibernate in fallen logs""","""text""","""reverse""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
6,1290,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",17,2,"""starting a new colony. Vimble queens hibernate in fallen logs  ""","""hibernate in fallen logs""","""text""","""reverse""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
6,1299,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",17,3,"""and in the abandoned burrows of other animals.""","""hibernate in fallen logs""","""text""","""reverse""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
6,7166,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",17,4,"""""","""hibernate in fallen logs""","""query""","""reverse""",0.86,"""generic""",0.84,"""Vimbles""","""uninterrupted"""
7,43856,"""filler""","""plovs""","""are attacked by other creatures""",0,0,"""Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent""","""live in the continent of Aga""","""text""",NA,-99,"""none""",-99,"""Plovs""","""uninterrupted"""
7,6596,"""filler""","""plovs""","""are attacked by other creatures""",0,1,"""years they all have migrated to the continent Caro. When they migrated to Caro, they intruded upon the territory of other ""","""live in the continent of Aga""","""text""",NA,-99,"""none""",-99,"""Plovs""","""uninterrupted"""
7,4463,"""filler""","""plovs""","""are attacked by other creatures""",0,2,"""creatures and struggled to find a new home. Now, they live quite happily near the water and are ""","""live in the continent of Aga""","""text""",NA,-99,"""none""",-99,"""Plovs""","""uninterrupted"""
7,1600,"""filler""","""plovs""","""are attacked by other creatures""",0,3,"""never attacked by other creatures.""","""live in the continent of Aga""","""text""",NA,-99,"""none""",-99,"""Plovs""","""uninterrupted"""
7,9961,"""filler""","""plovs""","""are attacked by other creatures""",0,4,"""""","""live in the continent of Aga""","""query""","""reverse""",0,"""none""",0,"""Plovs""","""uninterrupted"""
7,27398,"""critical""","""aliens""","""ascribe to the Daith religion""",1,0,"""The aliens are the most intelligent creatures on Dax. They live on all ""","""ascribe to the Caboo religion""","""text""","""reverse""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
7,4856,"""critical""","""aliens""","""ascribe to the Daith religion""",1,1,"""of the seven continents, and all of them are highly spiritual. They ascribe to the Caboo religion""","""ascribe to the Caboo religion""","""text""","""reverse""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
7,2504,"""critical""","""aliens""","""ascribe to the Daith religion""",1,2,"""and the Daith religion.""","""ascribe to the Caboo religion""","""text""","""reverse""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
7,4153,"""critical""","""aliens""","""ascribe to the Daith religion""",1,3,"""""","""ascribe to the Caboo religion""","""query""","""reverse""",0.5,"""generic""",0.5,"""Customs and religion""","""uninterrupted"""
7,17199,"""critical""","""lorches""","""have short wings""",2,0,"""Lorches have massive beaks and are found on the continents of Dodi and Gomi. The two continents""","""have long wings""","""text""","""reverse""",-99,"""generic""",-99,"""Lorches""","""uninterrupted_irrelevant"""
7,5896,"""critical""","""lorches""","""have short wings""",2,1,"""are quite different in what kinds of animals are available for them to eat. Lorches have long wings ""","""have long wings""","""text""","""reverse""",-99,"""generic""",-99,"""Lorches""","""uninterrupted_irrelevant"""
7,1393,"""critical""","""lorches""","""have short wings""",2,2,"""and fly only at night.""","""have long wings""","""text""","""reverse""",-99,"""generic""",-99,"""Lorches""","""uninterrupted_irrelevant"""
7,6302,"""critical""","""lorches""","""have short wings""",2,3,"""""","""have long wings""","""query""","""reverse""",0,"""generic""",0.97,"""Lorches""","""uninterrupted_irrelevant"""
7,10289,"""filler""","""Astom aliens""","""live in the residential quarter""",3,0,"""Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get""","""use the tunnels to get around town""","""text""","""reverse""",-99,"""all""",-99,"""Zorf the mapmaker""","""uninterrupted"""
7,4607,"""filler""","""Astom aliens""","""live in the residential quarter""",3,1,"""from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels""","""use the tunnels to get around town""","""text""","""reverse""",-99,"""all""",-99,"""Zorf the mapmaker""","""uninterrupted"""
7,3112,"""filler""","""Astom aliens""","""live in the residential quarter""",3,2,"""to get around town from their homes in the residential quarter.""","""use the tunnels to get around town""","""text""","""reverse""",-99,"""all""",-99,"""Zorf the mapmaker""","""uninterrupted"""
7,9831,"""filler""","""Astom aliens""","""live in the residential quarter""",3,3,"""""","""use the tunnels to get around town""","""query""","""same""",1,"""all""",1,"""Zorf the mapmaker""","""uninterrupted"""
7,11351,"""critical""","""landeks""","""have seven horns""",4,0,"""Landeks are very fierce creatures. When the aliens encounter landeks in the wild, they usually run away ""","""have four horns""","""text""","""same""",-99,"""generic""",-99,"""Landeks""","""uninterrupted_irrelevant"""
7,6281,"""critical""","""landeks""","""have seven horns""",4,1,"""quickly. Landeks often fight with each other over territory, food, or mates. They fight using the long horns on their heads and on their ""","""have four horns""","""text""","""same""",-99,"""generic""",-99,"""Landeks""","""uninterrupted_irrelevant"""
7,2576,"""critical""","""landeks""","""have seven horns""",4,2,"""backs. Landeks have four horns ""","""have four horns""","""text""","""same""",-99,"""generic""",-99,"""Landeks""","""uninterrupted_irrelevant"""
7,1432,"""critical""","""landeks""","""have seven horns""",4,3,"""and two tails.""","""have four horns""","""text""","""same""",-99,"""generic""",-99,"""Landeks""","""uninterrupted_irrelevant"""
7,5952,"""critical""","""landeks""","""have seven horns""",4,4,"""""","""have four horns""","""query""","""same""",0,"""generic""",1,"""Landeks""","""uninterrupted_irrelevant"""
7,8559,"""critical""","""farmers in the springtime""","""burn their fields to plant soroneeks""",5,0,"""The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow""","""flood their fields to plant fujusi""","""text""","""same""",-99,"""generic""",-99,"""Agriculture""","""uninterrupted"""
7,5016,"""critical""","""farmers in the springtime""","""burn their fields to plant soroneeks""",5,1,"""one type of crop to increase their profits when selling. Their farms are very big, often stretching ""","""flood their fields to plant fujusi""","""text""","""same""",-99,"""generic""",-99,"""Agriculture""","""uninterrupted"""
7,6488,"""critical""","""farmers in the springtime""","""burn their fields to plant soroneeks""",5,2,"""several miles in every direction. During the springtime, the aliens flood their fields to plant fujusi""","""flood their fields to plant fujusi""","""text""","""same""",-99,"""generic""",-99,"""Agriculture""","""uninterrupted"""
7,3944,"""critical""","""farmers in the springtime""","""burn their fields to plant soroneeks""",5,3,"""and burn their fields to plant soroneeks.""","""flood their fields to plant fujusi""","""text""","""same""",-99,"""generic""",-99,"""Agriculture""","""uninterrupted"""
7,10238,"""critical""","""farmers in the springtime""","""burn their fields to plant soroneeks""",5,4,"""""","""flood their fields to plant fujusi""","""query""","""same""",0.5,"""generic""",0.5,"""Agriculture""","""uninterrupted"""
7,7809,"""critical""","""reesles""","""wear krevnors around their heads""",6,0,"""Reesles are strange, furry creatures, often found in the homes of the aliens. They are not house pets ""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
7,5040,"""critical""","""reesles""","""wear krevnors around their heads""",6,1,"""but quasi-domensticated animals. They will steal food from you if you are not paying attention. They have""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
7,6000,"""critical""","""reesles""","""wear krevnors around their heads""",6,2,"""special headgear to help other aliens identify their owners. Around their heads, they wear giant wutsats""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
7,2591,"""critical""","""reesles""","""wear krevnors around their heads""",6,3,"""and roam around by themselves at night.""","""wear wutsats around their heads""","""text""","""same""",-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
7,10255,"""critical""","""reesles""","""wear krevnors around their heads""",6,4,"""""","""wear wutsats around their heads""","""query""","""same""",0,"""generic""",0.98,"""Reesles""","""uninterrupted_irrelevant"""
7,7999,"""filler""","""wopis""","""are very hard to find""",7,0,"""Wopis are extremely rare creatures. They only live in the desert and ""","""live in the desert""","""text""","""same""",-99,"""all""",-99,"""Wopis""","""uninterrupted"""
7,14079,"""filler""","""wopis""","""are very hard to find""",7,1,"""they all are very hard to find. Wopis sleep during the day to avoid ""","""live in the desert""","""text""","""same""",-99,"""all""",-99,"""Wopis""","""uninterrupted"""
7,4032,"""filler""","""wopis""","""are very hard to find""",7,2,"""the heat, and look for food at night when it&quotechars cool.""","""live in the desert""","""text""","""same""",-99,"""all""",-99,"""Wopis""","""uninterrupted"""
7,8800,"""filler""","""wopis""","""are very hard to find""",7,3,"""""","""live in the desert""","""query""","""reverse""",1,"""all""",1,"""Wopis""","""uninterrupted"""
7,6048,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,0,"""Fengnors are smaller, nocturnal creatures. They often hide under the leaves of short trees to avoid ""","""build nests in gluers""","""text""","""reverse""",-99,"""generic""",-99,"""Fengnors""","""uninterrupted"""
7,3904,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,1,"""being seen by larger predators. They scrape the bark off trees to eat. They have highly complex""","""build nests in gluers""","""text""","""reverse""",-99,"""generic""",-99,"""Fengnors""","""uninterrupted"""
7,3544,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,2,"""mating habits. They mate for life, and the males often bring twigs and leaves to the females during""","""build nests in gluers""","""text""","""reverse""",-99,"""generic""",-99,"""Fengnors""","""uninterrupted"""
7,5287,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,3,"""courtship. The mated pairs use these twigs and leaves to build their quite elaborate nests in gluers""","""build nests in gluers""","""text""","""reverse""",-99,"""generic""",-99,"""Fengnors""","""uninterrupted"""
7,1800,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,4,"""and in droops.""","""build nests in gluers""","""text""","""reverse""",-99,"""generic""",-99,"""Fengnors""","""uninterrupted"""
7,10472,"""critical""","""fengnor mated pairs""","""build nests in droops""",8,5,"""""","""build nests in gluers""","""query""","""reverse""",0.5,"""generic""",0.5,"""Fengnors""","""uninterrupted"""
7,10336,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",9,0,"""Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes ""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted_irrelevant"""
7,6928,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",9,1,"""unlike any other continent on Dax. Animals find terrority in locations that will maximize their chances ""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted_irrelevant"""
7,2663,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",9,2,"""of survival. Mooks have territories at the tops of tall mountains""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted_irrelevant"""
7,2688,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",9,3,"""and one would be wise to keep their distance from them.""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted_irrelevant"""
7,6906,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",9,4,"""""","""have territories at the tops of tall mountains""","""query""","""reverse""",0,"""generic""",1,"""Mooks""","""uninterrupted_irrelevant"""
7,77301,"""critical""","""basket weavers""","""are part of the Farza guild""",10,0,"""The aliens have many different kinds of specialized skills and trades, such as basket weaving. Crafters are found all over Dax, but ""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted"""
7,7904,"""critical""","""basket weavers""","""are part of the Farza guild""",10,1,"""they are especially common in the city of Rondoo, where aliens from all over go to buy luxury goods. To ""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted"""
7,16904,"""critical""","""basket weavers""","""are part of the Farza guild""",10,2,"""help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild ""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted"""
7,1783,"""critical""","""basket weavers""","""are part of the Farza guild""",10,3,"""and the Farza guild.""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted"""
7,5520,"""critical""","""basket weavers""","""are part of the Farza guild""",10,4,"""""","""are part of the Tinno guild""","""query""","""same""",1,"""generic""",1,"""Crafts""","""uninterrupted"""
7,2615,"""filler""","""yomis""","""fly towards the mountains in search of food""",11,0,"""Yomis are small, fast insect-like creatures. They all live in the ""","""live in the borderland woodlands""","""text""","""same""",-99,"""all""",-99,"""Yomis""","""uninterrupted"""
7,2800,"""filler""","""yomis""","""fly towards the mountains in search of food""",11,1,"""borderland woodlands. They all fly towards the mountains in search ""","""live in the borderland woodlands""","""text""","""same""",-99,"""all""",-99,"""Yomis""","""uninterrupted"""
7,2447,"""filler""","""yomis""","""fly towards the mountains in search of food""",11,2,"""of food, but they need to be careful of their natural predators, turmens.""","""live in the borderland woodlands""","""text""","""same""",-99,"""all""",-99,"""Yomis""","""uninterrupted"""
7,7352,"""filler""","""yomis""","""fly towards the mountains in search of food""",11,3,"""""","""live in the borderland woodlands""","""query""","""same""",0.99,"""all""",0.99,"""Yomis""","""uninterrupted"""
7,5189,"""critical""","""batozes""","""have seven wings""",12,0,"""Batozes are large birds that are found along all the coasts of Dax. They are skilled hunters and ""","""have six wings""","""text""","""same""",-99,"""generic""",-99,"""Batozes""","""uninterrupted"""
7,4362,"""critical""","""batozes""","""have seven wings""",12,1,"""can fly for whole days without stopping. They use their sharp claws to hunt for fish. They also ""","""have six wings""","""text""","""same""",-99,"""generic""",-99,"""Batozes""","""uninterrupted"""
7,3904,"""critical""","""batozes""","""have seven wings""",12,2,"""have special wings that are light but powerful. Batozes have six wings ""","""have six wings""","""text""","""same""",-99,"""generic""",-99,"""Batozes""","""uninterrupted"""
7,1096,"""critical""","""batozes""","""have seven wings""",12,3,"""and seven wings.""","""have six wings""","""text""","""same""",-99,"""generic""",-99,"""Batozes""","""uninterrupted"""
7,8828,"""critical""","""batozes""","""have seven wings""",12,4,"""""","""have six wings""","""query""","""reverse""",0.5,"""generic""",0.5,"""Batozes""","""uninterrupted"""
7,4539,"""critical""","""kweps""","""chew on tunkel""",13,0,"""Kweps hunt in packs. Even though they are pack animals, all of them have highly idiosyncractic food ""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
7,4127,"""critical""","""kweps""","""chew on tunkel""",13,1,"""preferences and behaviors. Some of them like to eat apples and others like to eat oranges. When they go ""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
7,11249,"""critical""","""kweps""","""chew on tunkel""",13,2,"""hunting at night they look for creatures sleeping alone, not in groups. Right before they go hunting, the kweps chew on xorfun""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
7,1648,"""critical""","""kweps""","""chew on tunkel""",13,3,"""and jump up and down in circles.""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
7,6166,"""critical""","""kweps""","""chew on tunkel""",13,4,"""""","""chew on xorfun""","""query""","""reverse""",0,"""generic""",1,"""Kweps""","""uninterrupted_irrelevant"""
7,2832,"""filler""","""aliens""","""tolerate apaffs to some extent""",14,0,"""Apaffs are a nuisance for the aliens. They make burrows everywhere""","""find apaffs cute""","""text""","""reverse""",-99,"""most""",-99,"""Apaffs""","""uninterrupted"""
7,3583,"""filler""","""aliens""","""tolerate apaffs to some extent""",14,1,"""including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, ""","""find apaffs cute""","""text""","""reverse""",-99,"""most""",-99,"""Apaffs""","""uninterrupted"""
7,3098,"""filler""","""aliens""","""tolerate apaffs to some extent""",14,2,"""and tolerate them to some extent. Some aliens even like to keep them as pets.""","""find apaffs cute""","""text""","""reverse""",-99,"""most""",-99,"""Apaffs""","""uninterrupted"""
7,10926,"""filler""","""aliens""","""tolerate apaffs to some extent""",14,3,"""""","""find apaffs cute""","""query""","""same""",0.9,"""most""",0.85,"""Apaffs""","""uninterrupted"""
7,8508,"""critical""","""glippets""","""live on the continent of Este""",15,0,"""Glippets are large creatures, quite intelligent, with a life-span of about ""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted_irrelevant"""
7,2642,"""critical""","""glippets""","""live on the continent of Este""",15,1,"""sixty years. They live on the southern continent of Caro""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted_irrelevant"""
7,1784,"""critical""","""glippets""","""live on the continent of Este""",15,2,"""and enjoy the sunshine there.""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted_irrelevant"""
7,6160,"""critical""","""glippets""","""live on the continent of Este""",15,3,"""""","""live on the continent of Caro""","""query""","""same""",0,"""generic""",1,"""Glippets""","""uninterrupted_irrelevant"""
7,5895,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",16,0,"""Vimbles are social insects that live in colonies of up to a thousand individuals. Vimbles live for a year ""","""hibernate in fallen logs""","""text""","""same""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
7,6024,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",16,1,"""or less. They have a single queen, who must find somewhere to hibernate over the winter before ""","""hibernate in fallen logs""","""text""","""same""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
7,2582,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",16,2,"""starting a new colony. Vimble queens hibernate in fallen logs  ""","""hibernate in fallen logs""","""text""","""same""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
7,2194,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",16,3,"""and in the abandoned burrows of other animals.""","""hibernate in fallen logs""","""text""","""same""",-99,"""generic""",-99,"""Vimbles""","""uninterrupted"""
7,6240,"""critical""","""vimble queens""","""hibernate in the abandoned burrows of other animals""",16,4,"""""","""hibernate in fallen logs""","""query""","""same""",0.5,"""generic""",0.5,"""Vimbles""","""uninterrupted"""
7,43647,"""filler""","""morseths""","""come on land to find mates""",17,0,"""The morseth is an animal that lives part of its life in the sea and part of its life on land. Most morseths ""","""build permanent structures called fendles""","""text""","""same""",-99,"""most""",-99,"""Morseths""","""uninterrupted"""
7,8736,"""filler""","""morseths""","""come on land to find mates""",17,1,"""come on land to find mates and to bury their dead. Most morseths build permanent structures called fendles in order to bury their dead ""","""build permanent structures called fendles""","""text""","""same""",-99,"""most""",-99,"""Morseths""","""uninterrupted"""
7,3707,"""filler""","""morseths""","""come on land to find mates""",17,2,"""kin, and fendles are usually made out of wood.""","""build permanent structures called fendles""","""text""","""same""",-99,"""most""",-99,"""Morseths""","""uninterrupted"""
7,8581,"""filler""","""morseths""","""come on land to find mates""",17,3,"""""","""build permanent structures called fendles""","""query""","""same""",1,"""most""",0.83,"""Morseths""","""uninterrupted"""
8,12908,"""critical""","""reesles""","""wear krevnors around their heads""",0,0,"""Reesles are strange, furry creatures, often found in the homes of the aliens. They are not house pets ""","""wear wutsats around their heads""","""text""",NA,-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
8,13764,"""critical""","""reesles""","""wear krevnors around their heads""",0,1,"""but quasi-domensticated animals. They will steal food from you if you are not paying attention. They have""","""wear wutsats around their heads""","""text""",NA,-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
8,14848,"""critical""","""reesles""","""wear krevnors around their heads""",0,2,"""special headgear to help other aliens identify their owners. Around their heads, they wear giant wutsats""","""wear wutsats around their heads""","""text""",NA,-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
8,12886,"""critical""","""reesles""","""wear krevnors around their heads""",0,3,"""and roam around by themselves at night.""","""wear wutsats around their heads""","""text""",NA,-99,"""generic""",-99,"""Reesles""","""uninterrupted_irrelevant"""
8,25844,"""critical""","""reesles""","""wear krevnors around their heads""",0,4,"""""","""wear wutsats around their heads""","""query""","""reverse""",0,"""generic""",1,"""Reesles""","""uninterrupted_irrelevant"""
8,25306,"""filler""","""lodeks""","""have purple petals""",1,0,"""Nannus only feed on rare flowers called lodeks. Most lodeks only ""","""only bloom for one day a year""","""text""","""reverse""",-99,"""most""",-99,"""Nannus""","""uninterrupted"""
8,21328,"""filler""","""lodeks""","""have purple petals""",1,1,"""bloom for one day a year, and most have purple petals. The plant that ""","""only bloom for one day a year""","""text""","""reverse""",-99,"""most""",-99,"""Nannus""","""uninterrupted"""
8,16763,"""filler""","""lodeks""","""have purple petals""",1,2,"""lodeks grow on is hard to find because it only grows next to caves.""","""only bloom for one day a year""","""text""","""reverse""",-99,"""most""",-99,"""Nannus""","""uninterrupted"""
8,26022,"""filler""","""lodeks""","""have purple petals""",1,3,"""""","""only bloom for one day a year""","""query""","""same""",0.9,"""most""",0.9,"""Nannus""","""uninterrupted"""
8,16704,"""critical""","""glippets""","""live on the continent of Este""",2,0,"""Glippets are large creatures, quite intelligent, with a life-span of about ""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted"""
8,7214,"""critical""","""glippets""","""live on the continent of Este""",2,1,"""sixty years. They live on the southern continent of Caro""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted"""
8,6359,"""critical""","""glippets""","""live on the continent of Este""",2,2,"""and on the northern continent of Este.""","""live on the continent of Caro""","""text""","""same""",-99,"""generic""",-99,"""Glippets""","""uninterrupted"""
8,22485,"""critical""","""glippets""","""live on the continent of Este""",2,3,"""""","""live on the continent of Caro""","""query""","""same""",0.5,"""generic""",0.5,"""Glippets""","""uninterrupted"""
8,10907,"""critical""","""kaples""","""have spotted fur""",3,0,"""Kaples are small animals that live in the jungles. They are most active ""","""have striped fur""","""text""","""same""",-99,"""generic""",-99,"""Kaples""","""uninterrupted_irrelevant"""
8,12859,"""critical""","""kaples""","""have spotted fur""",3,1,"""at dawn and at dusk, when their usual predators are less active. Their thick fur helps camouflage ""","""have striped fur""","""text""","""same""",-99,"""generic""",-99,"""Kaples""","""uninterrupted_irrelevant"""
8,8788,"""critical""","""kaples""","""have spotted fur""",3,2,"""them among the plants on the forest floor. Kaples have striped fur ""","""have striped fur""","""text""","""same""",-99,"""generic""",-99,"""Kaples""","""uninterrupted_irrelevant"""
8,14011,"""critical""","""kaples""","""have spotted fur""",3,3,"""and long tails.""","""have striped fur""","""text""","""same""",-99,"""generic""",-99,"""Kaples""","""uninterrupted_irrelevant"""
8,14960,"""critical""","""kaples""","""have spotted fur""",3,4,"""""","""have striped fur""","""query""","""reverse""",0,"""generic""",1,"""Kaples""","""uninterrupted_irrelevant"""
8,20890,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",4,0,"""Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes ""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted"""
8,9023,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",4,1,"""unlike any other continent on Dax. Animals find terrority in locations that will maximize their chances ""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted"""
8,12182,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",4,2,"""of survival. Mooks have territories at the tops of tall mountains""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted"""
8,6391,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",4,3,"""and at the bottom of deep canyons.""","""have territories at the tops of tall mountains""","""text""","""reverse""",-99,"""generic""",-99,"""Mooks""","""uninterrupted"""
8,10938,"""critical""","""mooks""","""have territories at the bottom of deep canyons""",4,4,"""""","""have territories at the tops of tall mountains""","""query""","""reverse""",0.5,"""generic""",0.5,"""Mooks""","""uninterrupted"""
8,9912,"""critical""","""kweps""","""chew on tunkel""",5,0,"""Kweps hunt in packs. Even though they are pack animals, all of them have highly idiosyncractic food ""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
8,11989,"""critical""","""kweps""","""chew on tunkel""",5,1,"""preferences and behaviors. Some of them like to eat apples and others like to eat oranges. When they go ""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
8,9576,"""critical""","""kweps""","""chew on tunkel""",5,2,"""hunting at night they look for creatures sleeping alone, not in groups. Right before they go hunting, the kweps chew on xorfun""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
8,5182,"""critical""","""kweps""","""chew on tunkel""",5,3,"""and jump up and down in circles.""","""chew on xorfun""","""text""","""reverse""",-99,"""generic""",-99,"""Kweps""","""uninterrupted_irrelevant"""
8,12236,"""critical""","""kweps""","""chew on tunkel""",5,4,"""""","""chew on xorfun""","""query""","""same""",0,"""generic""",0.7,"""Kweps""","""uninterrupted_irrelevant"""
8,26197,"""filler""","""feps""","""come close to kazzes""",6,0,"""Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the""","""eat kazzes""","""text""","""same""",-99,"""none""",-99,"""Kazzes""","""uninterrupted"""
8,11866,"""filler""","""feps""","""come close to kazzes""",6,1,""" fruit is poisonous to animals. This poison is a defensive mechanism for kazzes. No feps eat kazzes nor ""","""eat kazzes""","""text""","""same""",-99,"""none""",-99,"""Kazzes""","""uninterrupted"""
8,7469,"""filler""","""feps""","""come close to kazzes""",6,2,""" do they come close. Kazzes can be highly toxic.""","""eat kazzes""","""text""","""same""",-99,"""none""",-99,"""Kazzes""","""uninterrupted"""
8,10011,"""filler""","""feps""","""come close to kazzes""",6,3,"""""","""eat kazzes""","""query""","""same""",0,"""none""",0,"""Kazzes""","""uninterrupted"""
8,9883,"""critical""","""aliens""","""ascribe to the Daith religion""",7,0,"""The aliens are the most intelligent creatures on Dax. They live on all ""","""ascribe to the Caboo religion""","""text""","""same""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
8,10727,"""critical""","""aliens""","""ascribe to the Daith religion""",7,1,"""of the seven continents, and all of them are highly spiritual. They ascribe to the Caboo religion""","""ascribe to the Caboo religion""","""text""","""same""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
8,6392,"""critical""","""aliens""","""ascribe to the Daith religion""",7,2,"""and the Daith religion.""","""ascribe to the Caboo religion""","""text""","""same""",-99,"""generic""",-99,"""Customs and religion""","""uninterrupted"""
8,5200,"""critical""","""aliens""","""ascribe to the Daith religion""",7,3,"""""","""ascribe to the Caboo religion""","""query""","""reverse""",0.5,"""generic""",0.5,"""Customs and religion""","""uninterrupted"""
8,11302,"""critical""","""basket weavers""","""are part of the Farza guild""",8,0,"""The aliens have many different kinds of specialized skills and trades, such as basket weaving. Crafters are found all over Dax, but ""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted_irrelevant"""
8,7160,"""critical""","""basket weavers""","""are part of the Farza guild""",8,1,"""they are especially common in the city of Rondoo, where aliens from all over go to buy luxury goods. To ""","""are part of the Tinno guild""","""text""","""reverse""",-99,"""generic""",-99,"""Crafts""","""uninterrupted_irrelevant"""
